skeleton_id,primary root length,total lateral root length
0,1055.4751801064726,242.17871555019016
1,1005.3330444827412,441.1025971044412
2,1086.8893936688457,152.9949493661166
3,935.8355697996834,91.0832611206852
4,1101.3746750430842,814.7321061434643
