skeleton_id,primary root length,total lateral root length
0,883.2203461105337,44.870057685088796
1,992.5462479183385,58.698484809834994
2,884.5168106668158,44.69848480983499
3,1026.9604614807113,326.47518010647167
4,666.735064736295,0.0
